id,source,title,language,date,audio_duration,video_duration,speaker,series_name,series_part,series_order,scripture_osis,scripture_book,kind,is_conference,soundcloud_id,youtube_id,topics
sc-1940982903,soundcloud,Le Décret Éternel de Dieu : La prédestination des Saints,fr,2024-10-24,3239,,David Pelosi,Épître aux Éphésiens,,3,Eph.1.3-Eph.1.12,Eph,sermon,False,1940982903,,
sc-1940976919,soundcloud,La victoire de Christ sur les idoles du cœur,fr,2024-10-24,3597,,David Pelosi,Épître aux Galates,,48,Gal.5.20,Gal,sermon,False,1940976919,,
sc-1936150085,soundcloud,Le Décret Éternel de Dieu est tout inclusif,fr,2024-10-16,3562,,David Pelosi,Épître aux Éphésiens,,2,Eph.1.3-Eph.1.12,Eph,sermon,False,1936150085,,
sc-1935232151,soundcloud,,fr,2024-10-15,3503,,David Pelosi,Épître aux Galates,1,19,Gal.2.15,Gal,sermon,False,1935232151,,
sc-1935231776,soundcloud,,fr,2024-10-15,3188,,David Pelosi,Épître aux Galates,,18,Gal.2.15,Gal,sermon,False,1935231776,,
sc-1935230990,soundcloud,,fr,2024-10-15,3964,,David Pelosi,Épître aux Galates,2,17,Gal.2.14,Gal,sermon,False,1935230990,,
sc-1935230426,soundcloud,,fr,2024-10-15,3507,,David Pelosi,Épître aux Galates,1,16,Gal.2.14,Gal,sermon,False,1935230426,,
sc-1935229211,soundcloud,,fr,2024-10-15,3426,,David Pelosi,Épître aux Galates,3,15,Gal.2.11,Gal,sermon,False,1935229211,,
sc-1935213752,soundcloud,Le péché de l'idolâtrie,fr,2024-10-15,4042,,David Pelosi,Épître aux Galates,,47,Gal.5.20,Gal,sermon,False,1935213752,,
sc-1929927797,soundcloud,Le péché de l'immoralité sexuelle,fr,2024-10-06,4319,,David Pelosi,Épître aux Galates,,46,Gal.5.19,Gal,sermon,False,1929927797,,
sc-1929281933,soundcloud,Introduction au Décret Éternel de Dieu,fr,2024-10-05,3341,,David Pelosi,Épître aux Éphésiens,,1,Eph.1.3-Eph.1.12,Eph,sermon,False,1929281933,,
sc-1925968481,soundcloud,Les œuvres de la chair sont multiformes,fr,2024-09-29,3885,,David Pelosi,Épître aux Galates,,45,Gal.5.19-Gal.5.21,Gal,sermon,False,1925968481,,
sc-1925957723,soundcloud,,fr,2024-09-29,4009,,David Pelosi,Épître aux Galates,2,14,Gal.2.11,Gal,sermon,False,1925957723,,
sc-1925951444,soundcloud,,fr,2024-09-29,3325,,David Pelosi,Épître aux Galates,1,13,Gal.2.11,Gal,sermon,False,1925951444,,
sc-1925946422,soundcloud,,fr,2024-09-29,4000,,David Pelosi,Épître aux Galates,3,12,Gal.2.1-Gal.2.10,Gal,sermon,False,1925946422,,
sc-1925938103,soundcloud,,fr,2024-09-29,3739,,David Pelosi,Épître aux Galates,2,11,Gal.2.1-Gal.2.10,Gal,sermon,False,1925938103,,
sc-1925937050,soundcloud,,fr,2024-09-29,3159,,David Pelosi,Épître aux Galates,1,10,Gal.2.1-Gal.2.10,Gal,sermon,False,1925937050,,
sc-1925240804,soundcloud,La Sainte Trinité,fr,2024-09-28,2828,,David Pelosi,Épître aux Philippiens,,1,Phil.2.5-Phil.2.11,Phil,sermon,False,1925240804,,
sc-1922876054,soundcloud,Les œuvres de la chair ne peuvent pas caractériser un enfant de Dieu,fr,2024-09-24,3612,,David Pelosi,Épître aux Galates,,44,Gal.5.19-Gal.5.21,Gal,sermon,False,1922876054,,
sc-1922531474,soundcloud,,fr,2024-09-24,3302,,David Pelosi,Épître aux Galates,,7,Gal.1.8-Gal.1.24,Gal,sermon,False,1922531474,,
sc-1922530361,soundcloud,Galates 1 v 11 - 24,fr,2024-09-24,3288,,David Pelosi,Épître aux Galates,,9,Gal.1.11-Gal.1.24,Gal,sermon,False,1922530361,,
sc-1921720505,soundcloud,,fr,2024-09-23,3823,,David Pelosi,Épître aux Galates,,6,Gal.1.8-Gal.1.17,Gal,sermon,False,1921720505,,
sc-1921719686,soundcloud,La qualification apostolique suprême : plaire au Christ seul,fr,2024-09-23,3320,,David Pelosi,Épître aux Galates,,8,Gal.1.10,Gal,sermon,False,1921719686,hmdc7cbwWsc,
sc-1920885503,soundcloud,Les œuvres de la chair sont manifestes,fr,2024-09-21,3207,,David Pelosi,Épître aux Galates,,43,Gal.5.19,Gal,sermon,False,1920885503,,
sc-1916492831,soundcloud,L'importance de la doctrine de la Trinité,fr,2024-09-14,2821,,David Pelosi,Évangile de Matthieu,,1,Matt.3.13-Matt.3.17,Matt,sermon,False,1916492831,,
sc-1914361541,soundcloud,La personne du Saint Esprit et la sanctification,fr,2024-09-11,3443,,David Pelosi,Épître aux Galates,,39,Gal.5.16,Gal,sermon,False,1914361541,,
sc-1914360362,soundcloud,,fr,2024-09-11,3608,,David Pelosi,Évangile de Marc,,3,Mark,Mark,sermon,False,1914360362,,
sc-1903866746,soundcloud,La religion du cœur,fr,2024-08-25,3868,,David Pelosi,Épître de Jacques,,9,Jas.1.26-Jas.1.27,Jas,sermon,False,1903866746,,
sc-1903861574,soundcloud,Le péril de la passivité,fr,2024-08-25,3613,,David Pelosi,Épître de Jacques,,5,Jas.1.22-Jas.1.24,Jas,sermon,False,1903861574,,
sc-1903860197,soundcloud,La perfection de la loi naturelle,fr,2024-08-25,3563,,David Pelosi,Épître de Jacques,1,7,Jas.1.25,Jas,sermon,False,1903860197,,
sc-1903858688,soundcloud,Le chemin vers le bonheur chrétien,fr,2024-08-25,2572,,David Pelosi,Épître de Jacques,2,6,Jas.1.25,Jas,sermon,False,1903858688,,
sc-1903852337,soundcloud,La religion du cœur,fr,2024-08-25,3753,,David Pelosi,Épître de Jacques,,8,Jas.1.26-Jas.1.27,Jas,sermon,False,1903852337,,
sc-1900268571,soundcloud,Les signes du jugement,fr,2024-08-19,3496,,David Pelosi,Étude — Ézéchiel,,1,Ezek.5.1-Ezek.5.4,Ezek,sermon,False,1900268571,,
sc-1900264623,soundcloud,Dieu œuvre lui même au jugement d'Israël,fr,2024-08-19,3867,,David Pelosi,Étude — Ézéchiel,,4,Ezek.5.8-Ezek.5.17,Ezek,sermon,False,1900264623,,Jugement de Dieu; Sainteté et justice de Dieu; Prophétie et accomplissement; Alliance et fidélité; Discipline ecclésiale; Espérance et restauration; Idolâtrie et péché
sc-1900255956,soundcloud,Le jugement de Dieu malgré l'amour et les privilèges accordés à Jérusalem,fr,2024-08-19,3374,,David Pelosi,Étude — Ézéchiel,,2,Ezek.5.5-Ezek.5.7,Ezek,sermon,False,1900255956,,
sc-1900254174,soundcloud,Introduction à l'excellence de la Nouvelle Alliance,fr,2024-08-19,4569,,David Pelosi,Épître aux Hébreux,,23,Heb.6.18,Heb,sermon,False,1900254174,,
sc-1900250868,soundcloud,L'irrévocabilité des promesses de Dieu,fr,2024-08-19,3368,,David Pelosi,Épître aux Hébreux,,22,Heb.6.14-Heb.6.17,Heb,sermon,False,1900250868,,
sc-1859238936,soundcloud,"Christ, accomplissement de La Loi, et non son abolition | Matthieu 5 : 17 - 20",fr,2024-06-29,3653,,Stephan Kongo,Évangile de Matthieu,,3,Matt.5.17-Matt.5.20,Matt,sermon,False,1859238936,,
sc-1848644817,soundcloud,La réprobation des faux évangiles et de ses prédicateurs,fr,2024-06-15,4082,,David Pelosi,Épître aux Galates,,5,Gal.1.6-Gal.1.9,Gal,sermon,False,1848644817,9qcmpi_86qY,
sc-1848634356,soundcloud,L'étonnement de l'apôtre Paul face à l'égarement des Galates | Galates 1 : 6,fr,2024-06-15,3137,,David Pelosi,Épître aux Galates,,70,Gal,Gal,sermon,False,1848634356,0boDuClIA4k,
sc-1834617897,soundcloud,La Piété Avec Contentement | Pr.,fr,2024-05-31,3279,,David Pelosi,,,,,,sermon,False,1834617897,,
sc-1824015846,soundcloud,Le rôle exclusif des Apôtres,fr,2024-05-17,3805,,David Pelosi,Épître aux Galates,,4,Gal.1.1-Gal.1.5,Gal,sermon,False,1824015846,Qawl8x-wkGQ,
sc-1824014199,soundcloud,L'appel exclusif des Apôtres,fr,2024-05-17,3734,,David Pelosi,Épître aux Galates,,3,Gal.1.1-Gal.1.5,Gal,sermon,False,1824014199,ndatfCdiLs8,
sc-1824012756,soundcloud,"Paul, l'homme théologien, évangéliste, chrétien",fr,2024-05-17,3583,,David Pelosi,Épître aux Galates,,2,Gal.1.1-Gal.1.5,Gal,sermon,False,1824012756,,
sc-1824003237,soundcloud,"Paul, l'homme naturel",fr,2024-05-17,3569,,David Pelosi,Épître aux Galates,,1,Gal.1.1-Gal.1.5,Gal,sermon,False,1824003237,,
sc-1823993748,soundcloud,Soumettre Mamon à Christ en tant qu'Eglise | Pr.,fr,2024-05-17,2979,,David Pelosi,,,,,,sermon,False,1823993748,,
sc-1815113361,soundcloud,Ruiné par les finances,fr,2024-05-05,4794,,Jonas Hensworth,Évangile de Marc,,2,Mark.10.17-Mark.10.27,Mark,sermon,False,1815113361,,
sc-1815112302,soundcloud,Une bénédiction contagieuse | Genèse 32 : 24-32 Joël Beeke,fr,2024-05-05,3327,,Joël Beeke,Étude — Genèse,,13,Gen.32.24-Gen.32.32,Gen,sermon,False,1815112302,,
sc-1796999869,soundcloud,L'irrévocabilité des promesses de Dieu,fr,2024-04-09,3374,,David Pelosi,Épître aux Hébreux,,21,Heb.6.13,Heb,sermon,False,1796999869,,
sc-1796994070,soundcloud,"Pâques, l'émerveillement continu",fr,2024-04-09,3366,,David Pelosi,Épître de Pierre,,2,1Pet.1.17-1Pet.1.21,1Pet,sermon,False,1796994070,,
sc-1788683833,soundcloud,Résumé & Questions - Réponses | Pr.,fr,2024-03-30,3303,,David Pelosi,,,,,,teaching_or_qa,False,1788683833,,
sc-1783414731,soundcloud,Soumettre l'argent à Christ - Le bon usage des biens temporels | Pr.,fr,2024-03-24,4113,,David Pelosi,,,,,,sermon,False,1783414731,,
sc-1783411983,soundcloud,Fuir le désir d'être riche | Pr.,fr,2024-03-24,4219,,David Pelosi,,,,,,sermon,False,1783411983,,
sc-1783388496,soundcloud,Contentement en Dieu en toutes circonstances | Pr.,fr,2024-03-24,2837,,David Pelosi,,,,,,sermon,False,1783388496,,
sc-1783383399,soundcloud,Gérer les biens de Dieu sous nos soins | Pr.,fr,2024-03-24,3951,,David Pelosi,,,,,,sermon,False,1783383399,,
sc-1761530460,soundcloud,La justice de Dieu pour réconfort,fr,2024-02-29,4013,,David Pelosi,Épître aux Hébreux,,19,Heb.6.9-Heb.6.10,Heb,sermon,False,1761530460,,
sc-1761516453,soundcloud,Le péril de l'immobilisme,fr,2024-02-29,3570,,David Pelosi,Épître aux Hébreux,,18,Heb.6.7-Heb.6.8,Heb,sermon,False,1761516453,,
sc-1761512832,soundcloud,Le péril de l'immobilisme,fr,2024-02-29,4371,,David Pelosi,Épître aux Hébreux,,17,Heb.6.1-Heb.6.6,Heb,sermon,False,1761512832,,
sc-1757757267,soundcloud,Trouvés coupables d'être lents,fr,2024-02-25,3943,,David Pelosi,Épître aux Hébreux,,16,Heb.5.9-Heb.5.14,Heb,sermon,False,1757757267,,
sc-1757755131,soundcloud,La perfection du sacerdoce de Christ par son exercice,fr,2024-02-25,3980,,David Pelosi,Épître aux Hébreux,,14,Heb.5.1-Heb.5.7,Heb,sermon,False,1757755131,,
sc-1757740353,soundcloud,Dépenser et budgétiser selon les principes bibliques | Pr.,fr,2024-02-25,3587,,Stephan Kongo,,,,,,sermon,False,1757740353,,
sc-1757737536,soundcloud,Pourquoi et comment exercer la libéralité | Pr.,fr,2024-02-25,2857,,Loïc Rakotozafy,,,,,,sermon,False,1757737536,,
sc-1747295427,soundcloud,La perfection du sacerdoce de Christ par son statut supérieur,fr,2024-02-14,4272,,David Pelosi,Épître aux Hébreux,,15,Heb.5.5-Heb.5.6,Heb,sermon,False,1747295427,,
sc-1747292289,soundcloud,L'invitation du Souverain Sacrificateur à nous approcher avec assurance,fr,2024-02-14,3411,,David Pelosi,Épître aux Hébreux,,13,Heb.4.14-Heb.4.16,Heb,sermon,False,1747292289,,
sc-1747289583,soundcloud,La nature divine du sacerdoce de Christ,fr,2024-02-14,3752,,David Pelosi,Épître aux Hébreux,,12,Heb.4.14,Heb,sermon,False,1747289583,,
sc-1747287255,soundcloud,La Parole de Dieu met à nu,fr,2024-02-14,3147,,David Pelosi,Épître aux Hébreux,,11,Heb.4.12-Heb.4.13,Heb,sermon,False,1747287255,,
sc-1747285392,soundcloud,La nature et les conséquences de l'incrédulité,fr,2024-02-14,4084,,David Pelosi,Épître aux Hébreux,,10,Heb.3.19,Heb,sermon,False,1747285392,,
sc-1747282587,soundcloud,Aux coeurs endurcis,fr,2024-02-14,4176,,David Pelosi,Épître aux Hébreux,,9,Heb.3.12-Heb.3.18,Heb,sermon,False,1747282587,,
sc-1747280997,soundcloud,Aux coeurs endurcis I,fr,2024-02-14,3695,,David Pelosi,Épître aux Hébreux,,8,Heb.3.7-Heb.3.11,Heb,sermon,False,1747280997,,Endurcissement du cœur; Persévérance; Régénération; Souveraineté de Dieu; Jugement et colère de Dieu; Saint-Esprit; Sanctification
sc-1747279587,soundcloud,Christ supérieur à Moïse,fr,2024-02-14,3702,,David Pelosi,Épître aux Hébreux,,7,Heb.3.2-Heb.3.6,Heb,sermon,False,1747279587,,
sc-1747277709,soundcloud,Considérez Christ,fr,2024-02-14,3423,,David Pelosi,Épître aux Hébreux,,6,Heb.3.1,Heb,sermon,False,1747277709,,
sc-1747271847,soundcloud,La glorieuse humiliation du Christ,fr,2024-02-14,3367,,David Pelosi,Épître aux Hébreux,,3,Heb.2.9-Heb.2.10,Heb,sermon,False,1747271847,,
sc-1747265775,soundcloud,Les bienfaits de l'humiliation du Christ,fr,2024-02-14,2984,,David Pelosi,Épître aux Hébreux,,5,Heb.2.15-Heb.2.16,Heb,sermon,False,1747265775,,
sc-1747263570,soundcloud,Les bienfaits de l'humiliation du Christ,fr,2024-02-14,3028,,David Pelosi,Épître aux Hébreux,,4,Heb.2.11-Heb.2.14,Heb,sermon,False,1747263570,,
sc-1737731010,soundcloud,Conservons notre pleine espérance,fr,2024-02-04,3199,,David Pelosi,Épître aux Hébreux,,20,Heb.6.11-Heb.6.12,Heb,sermon,False,1737731010,,
sc-1736838363,soundcloud,Introduction | Pr.,fr,2024-02-03,3601,,Stephan Kongo,,,,,,sermon,False,1736838363,,
sc-1736800041,soundcloud,L'intendance fidèle,fr,2024-02-03,2564,,Nathanaël Fis,,,,,,teaching_or_qa,False,1736800041,,
sc-1722453477,soundcloud,Racheter le temps pour vivre sagement,fr,2024-01-19,4141,,David Pelosi,,,,,,sermon,False,1722453477,,
sc-1719407739,soundcloud,Un refuge éternel dans un pèlerinage éphémère,fr,2024-01-16,3710,,David Pelosi,,,,,,sermon,False,1719407739,,
sc-1719407703,soundcloud,La fragilité humaine face à l'Éternité de Dieu,fr,2024-01-16,4353,,David Pelosi,,,,,,sermon,False,1719407703,,
sc-1690636275,soundcloud,Pratique la parentalité biblique - Pr.,fr,2023-12-14,2092,,Stephan Kongo,,,,,,sermon,False,1690636275,,
sc-1690634472,soundcloud,La parentalité selon la Bible | Pr.,fr,2023-12-14,1816,,Stephan Kongo,,,,,,sermon,False,1690634472,,
sc-1690631577,soundcloud,Pratiquer le mariage biblique,fr,2023-12-14,1706,,David Pelosi,,,,,,sermon,False,1690631577,,
sc-1690629117,soundcloud,Le mariage selon la Bible,fr,2023-12-14,1770,,David Pelosi,,,,,,sermon,False,1690629117,,
sc-1690626048,soundcloud,Pratiquer le célibat biblique | Pr.,fr,2023-12-14,2652,,David Pelosi,,,,,,sermon,False,1690626048,,
sc-1690623990,soundcloud,Le célibat selon la Bible | Pr.,fr,2023-12-14,2969,,David Pelosi,,,,,,sermon,False,1690623990,,
sc-1686416268,soundcloud,Leçon n°10,fr,2023-12-09,3874,,David Pelosi,,10,,,,teaching,False,1686416268,,
sc-1669285608,soundcloud,Leçon n°9,fr,2023-11-19,4028,,David Pelosi,,9,,,,teaching,False,1669285608,,
sc-1666889544,soundcloud,Leçon n°8,fr,2023-11-16,4587,,David Pelosi,,8,,,,teaching,False,1666889544,,
sc-1666886688,soundcloud,Leçon n°7,fr,2023-11-16,3198,,David Pelosi,,7,,,,teaching,False,1666886688,,
sc-1652069766,soundcloud,Leçon n°6,fr,2023-10-29,3596,,David Pelosi,,6,,,,teaching,False,1652069766,,
sc-1651552257,soundcloud,Leçon n°1,fr,2023-10-28,4010,,David Pelosi,,1,,,,teaching,False,1651552257,,
sc-1651552254,soundcloud,Leçon n°2,fr,2023-10-28,4068,,David Pelosi,,2,,,,teaching,False,1651552254,,
sc-1651552227,soundcloud,Leçon n°3,fr,2023-10-28,3553,,David Pelosi,,3,,,,teaching,False,1651552227,,
sc-1651552212,soundcloud,Leçon n°4,fr,2023-10-28,3461,,David Pelosi,,4,,,,teaching,False,1651552212,,
sc-1651552182,soundcloud,Leçon n°5,fr,2023-10-28,4272,,David Pelosi,,5,,,,teaching,False,1651552182,,
sc-1650134268,soundcloud,Introduction,fr,2023-10-26,3587,,David Pelosi,,,,,,teaching,False,1650134268,,
sc-1650117738,soundcloud,Leçon 3 - Baptême du croyant,fr,2023-10-26,3266,,David Pelosi,,3,,,,teaching,False,1650117738,,Baptême du croyant; Théologie des alliances; Ecclésiologie; Herméneutique biblique; Pédobaptisme; Sotériologie; Ordonnances de l'Église
yt-snB851daJXk,youtube,Introduction à l'épitre de Paul aux,fr,,,3600,David Pelosi,Épître aux Galates,,71,Gal,Gal,sermon,False,,snB851daJXk,
yt-gj17HMaMOyY,youtube,La Bible 3ème Partie,fr,,,2990,David Pelosi,,,,,,sermon,False,,gj17HMaMOyY,
yt-sjG__9VrXM0,youtube,La Bible 1ère Partie,fr,,,3055,David Pelosi,,,,,,sermon,False,,sjG__9VrXM0,
yt-uhX8wbxSQ1g,youtube,Aimer Dieu de Tout Coeur [Chasse au Roi : 4/8],fr,,,3537,David Pelosi,,,,,,sermon,False,,uhX8wbxSQ1g,
yt-NDCyRMRt6xw,youtube,"Paul, the Theologian, Evangelist, and Christian [GAL.003]",en,,,3600,,,,,,,sermon,False,,NDCyRMRt6xw,
yt-Tqu-GLCEgbA,youtube,Being a Witness of Christ,en,,,3205,,,,,,,sermon,False,,Tqu-GLCEgbA,
yt-FDcy9KUQM6s,youtube,Comment Voir Dieu? [Des Yeux pour Voir - 04],fr,,,2560,David Pelosi,,,,,,sermon,False,,FDcy9KUQM6s,
yt-yCBKVjfAfhQ,youtube,Le Vrai Christ : L'Abandonné de Dieu [cROIx 08/13],fr,,,3405,David Pelosi,,,,,,sermon,False,,yCBKVjfAfhQ,
yt-LAcVjq-mfJc,youtube,La Suffisance et la Clarté de La Bible,fr,,,3021,David Pelosi,,,,,,sermon,False,,LAcVjq-mfJc,
yt-oLoNQjP0ZoU,youtube,A LA RECHERCHE DU BONHEUR 3/6,fr,,,2652,David Pelosi,,,,,,sermon,False,,oLoNQjP0ZoU,
yt-Tq-6inKs7nk,youtube,"Paul, the Natural Man [GAL.002]",en,,,3583,,,,,,,sermon,False,,Tq-6inKs7nk,
yt-1tLNBV_tWBo,youtube,Que voulez-vous de Dieu? [deCOURAGEment 06],fr,,,3149,David Pelosi,,,,,,sermon,False,,1tLNBV_tWBo,
yt-nTrSEHDkXqM,youtube,Questions et Réponses - Leçons 1 - 3,fr,,,1578,David Pelosi,,,,,,qa,False,,nTrSEHDkXqM,
yt-lWtea4iQzKw,youtube,Inspiré de Dieu,fr,,,2741,David Pelosi,,,,,,sermon,False,,lWtea4iQzKw,
yt-m4U4zENp9KY,youtube,L'argent à la place de Dieu [FAUX DIEUX 2/7],fr,,,3679,David Pelosi,,,,,,sermon,False,,m4U4zENp9KY,
yt-HOjW63LMfhQ,youtube,"Authentic Conversion, Responsible Ambassadors",en,,,4480,,,,,,,sermon,False,,HOjW63LMfhQ,
yt-HGLROgzi8Z0,youtube,Intimité Abominable [Divin Orchestre 03/13],fr,,,3774,David Pelosi,,,,,,sermon,False,,HGLROgzi8Z0,
yt-yxvHbUvdq0Y,youtube,L'incredulité choque Dieu - [deCOURAGEment 01],fr,,,2996,David Pelosi,,,,,,sermon,False,,yxvHbUvdq0Y,
yt-rXcYUL5ab6Y,youtube,Ce qui est à César et ce qui est à Dieu [Chasse au Roi : 2/8],fr,,,3580,David Pelosi,,,,,,sermon,False,,rXcYUL5ab6Y,
yt-izcZo4l8SIQ,youtube,L'Indéniable Divinité du Christ [Chasse au Roi : 6/8],fr,,,3600,David Pelosi,,,,,,sermon,False,,izcZo4l8SIQ,
yt-1Bh1GAvozDE,youtube,"Christ, le centre de l'Histoire | Dr Hensworth",en,,,3862,,,,,Jonah,Jonah,sermon,True,,1Bh1GAvozDE,
yt-5S_axblPJhE,youtube,Le Retour Glorieux du Christ [La Fin des Temps 10],fr,,,3431,David Pelosi,,,,,,sermon,False,,5S_axblPJhE,
yt-zJhVVp9LNxg,youtube,Laisse Partir Mon Peuple [PEUPLE DE DIEU 08/15],fr,,,3665,David Pelosi,,,,,,sermon,False,,zJhVVp9LNxg,
yt-thxNunTJpKI,youtube,Hypocrisie : L'outrage de la grâce et de la bonté de Dieu,fr,,,3601,David Pelosi,Hypocrisie,,3,,,sermon,False,,thxNunTJpKI,
yt-is5Ve6fjMBY,youtube,La Glorieuse Paternité de Dieu [PEUPLE DE DIEU 07/15],fr,,,3526,David Pelosi,,,,,,sermon,False,,is5Ve6fjMBY,
yt-CYYRlnPVCd8,youtube,Faites briller la lumière de Dieu,fr,,,2865,David Pelosi,,,,,,sermon,False,,CYYRlnPVCd8,
yt-P7WSbckY-lc,youtube,La Seule Conception de Jésus qui Sauve [cROIx 02/13],fr,,,3820,David Pelosi,,,,,,sermon,False,,P7WSbckY-lc,
yt-aVbo4n0fl4k,youtube,Prier selon le cœur de Dieu,fr,,,3742,David Pelosi,Étude — Psaumes,,6,Ps.40.1-Ps.40.17,Ps,sermon,False,,aVbo4n0fl4k,
yt-IqNmh_XGULE,youtube,Prier selon le cœur de Dieu,fr,,,3555,David Pelosi,Étude — Psaumes,,4,Ps.40.1-Ps.40.17,Ps,sermon,False,,IqNmh_XGULE,Prière; Souffrance et persévérance; Repentance; Christologie; Miséricorde de Dieu; Sainteté et intégrité; Glorification de Dieu
yt-CZkmvAvA4ds,youtube,La Maison du Dieu Omniprésent [ Au DELA de la VUE 9/9 ],fr,,,3427,David Pelosi,,,,,,sermon,False,,CZkmvAvA4ds,
yt-aVRg9gjwHsQ,youtube,Je suis l'Eternel [PEUPLE DE DIEU 09/15],fr,,,3706,David Pelosi,,,,,,sermon,False,,aVRg9gjwHsQ,
yt-bfgvq2Rh7lQ,youtube,Surmonter L'Incrédulité [PEUPLE DE DIEU 11/15],fr,,,3766,David Pelosi,,,,,,sermon,False,,bfgvq2Rh7lQ,
yt-mNqY4f0CYoA,youtube,Seulement la Foi [ REF500 2/5 ],fr,,,2906,David Pelosi,,,,,,sermon,False,,mNqY4f0CYoA,
yt-MnyxTg1ZsUU,youtube,Impossible Faire Taire la Voix de Dieu [deCOURAGEment 03],fr,,,2834,David Pelosi,,,,,,sermon,False,,MnyxTg1ZsUU,
yt-1fW75nneR_U,youtube,Le Soin Minutieusement Souverain de Dieu [PEUPLE DE DIEU 02/15],fr,,,3302,David Pelosi,,,,,,sermon,False,,1fW75nneR_U,
yt-Q9A-bZnqZk4,youtube,Distingués par la Gloire de Dieu - La Pâque [PEUPLE DE DIEU 15/15],fr,,,3624,David Pelosi,,,,,,sermon,False,,Q9A-bZnqZk4,
yt-WNAfTDl54b8,youtube,Une toute nouvelle histoire avec Dieu | Dr,en,,,3662,Joël Beeke,Étude — Joel,,4,Joel,Joel,sermon,True,,WNAfTDl54b8,
yt-UDD4dPk7k8I,youtube,Le Dieu de l'Histoire | Pr,fr,,,2651,,Étude — Joel,,3,Joel,Joel,sermon,True,,UDD4dPk7k8I,
yt-0trPVbYxjCs,youtube,Dieu est Souverain sur la Persecution [La Fin des Temps 06],fr,,,3586,David Pelosi,,,,,,sermon,False,,0trPVbYxjCs,
yt-k9gIc82LOWk,youtube,La Glorieuse Omniscience du Christ [Divin Orchestre 04/13],fr,,,3595,David Pelosi,,,,,,sermon,False,,k9gIc82LOWk,
yt-WstQhX81KQ8,youtube,Mutiler la Chair pour Préserver l'Esprit,fr,,,3383,David Pelosi,,,,,,sermon,False,,WstQhX81KQ8,
yt-TzuREsU3I1Q,youtube,Le Royaume de Dieu est aux Petits Enfants [FAUX DIEUX 1/7],fr,,,3441,David Pelosi,,,,,,sermon,False,,TzuREsU3I1Q,
yt-mxNHeYhDeYk,youtube,Un Peuple Sauvé de l'Oppression [PEUPLE DE DIEU 01/15],fr,,,3698,David Pelosi,,,,,,sermon,False,,mxNHeYhDeYk,
yt-GS6l3e314uU,youtube,Le Mariage selon Dieu [Inséparables 4/5],fr,,,3737,David Pelosi,,,,,,sermon,False,,GS6l3e314uU,
yt-Nw-WuGXqPRg,youtube,"À nous la fidélité, à Lui le résultat [PEUPLE DE DIEU 12/15]",fr,,,3702,David Pelosi,,,,,,sermon,False,,Nw-WuGXqPRg,
yt-b8vELnYvaqU,youtube,Hypocrisie : L'Outrage de l'Autorité et de l'Adoration de Dieu,fr,,,3649,David Pelosi,Hypocrisie,,1,,,sermon,False,,b8vELnYvaqU,
yt-Uw9lmjSwI_I,youtube,La Vraie Iden,fr,,,3587,David Pelosi,Étude — Titus,,2,Titus,Titus,sermon,False,,Uw9lmjSwI_I,
yt-a9w2mYesTag,youtube,Participer aux Victoires de Dieu - Partie 1 [AU DELA de la VUE 6/9],fr,,,3541,David Pelosi,,,,,,sermon,False,,a9w2mYesTag,
yt-o4hWvXrGs8k,youtube,La Maison Centré sur l'Évangile [ Don Currin ],fr,,,3642,David Pelosi,,,,,,sermon,False,,o4hWvXrGs8k,
yt--h6mzp9I55Q,youtube,Comment Dieu se Révèle [PEUPLE DE DIEU 10/15],fr,,,3671,David Pelosi,,,,,,sermon,False,,-h6mzp9I55Q,
yt-aaYSumaDOZA,youtube,Rencontrer Dieu [PEUPLE DE DIEU 03/15],fr,,,3834,David Pelosi,,,,,,sermon,False,,aaYSumaDOZA,
yt-KWA5Y3jbTEE,youtube,L'activité centrale du peuple de Dieu [ Famille de foi | ],fr,,,3286,David Pelosi,,,,,,sermon,False,,KWA5Y3jbTEE,
yt-rgbmlAWOFnY,youtube,EBN - Famille de foi - João Cardoso - Ago 2015,fr,,,3493,David Pelosi,,,,,,sermon,False,,rgbmlAWOFnY,
yt-yFhiUBP6BgY,youtube,Dieu est au-delà de nos limitations [PEUPLE DE DIEU 05/15],fr,,,3780,David Pelosi,,,,,,sermon,False,,yFhiUBP6BgY,
yt-_7zlIXgDgq0,youtube,Le Pain de Dieu: Âme et Corps Satisfaits [deCOURAGEment 05],fr,,,2759,David Pelosi,,,,,,sermon,False,,_7zlIXgDgq0,
yt-qD2RGp-rp-I,youtube,Le Danger d'Abuser de la Grâce de Dieu [Chasse au Roi : 1/8],fr,,,3323,David Pelosi,,,,,,sermon,False,,qD2RGp-rp-I,
yt-yyt3wv39lFc,youtube,Comment s'Approcher de Dieu [ Au DELA de la VUE 8/9 ],fr,,,3627,David Pelosi,,,,,,sermon,False,,yyt3wv39lFc,
yt-NVKmcNEnn1o,youtube,Seulement la Grâce et la Gloire à Dieu Seulement [ REF500 4/5 ],fr,,,3562,David Pelosi,,,,,,sermon,False,,NVKmcNEnn1o,
yt-yOyhVmYIjVg,youtube,Dieu est Souverain sur la Grande Tribulation [La Fin des Temps 09],fr,,,3598,David Pelosi,,,,,,sermon,False,,yOyhVmYIjVg,
yt-4138K5wfsb8,youtube,Famille de foi - AUDIO - Gustavo Faleiro,fr,,,2986,David Pelosi,,,,,,sermon,False,,4138K5wfsb8,
